Mes;Tipo Pago;Provincia;Rango Edad;Genero;Sector;Tipo Empleador;Nacionalidad;Valor Pagado;Número Beneficiarios
7;Fijo;ESMERALDAS;30 - 35 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;3.851,02;14
7;Fijo;ESMERALDAS;30 - 35 años;MASCULINO;PRIVADA;24-MIEMBROS DE   SINDICATOS  Y COOP DE TRANSPORTE TERRESTRE;239  -  ECUATORIANA;261,35;1
7;Fijo;ESMERALDAS;30 - 35 años;MASCULINO;PRIVADA;27-COOPERA  NO CONTROLADAS POR LA SUPERINTENDENCIA  DE BANCOS;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;30 - 35 años;MASCULINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;840;3
7;Fijo;ESMERALDAS;35 - 40 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;2.152,25;9
7;Fijo;ESMERALDAS;35 - 40 años;FEMENINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;35 - 40 años;FEMENINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;35 - 40 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;35 - 40 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;6.046,07;22
7;Fijo;ESMERALDAS;35 - 40 años;MASCULINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;35 - 40 años;MASCULINO;PRIVADA;4-AGRICOLA SEGURO GENERAL;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;35 - 40 años;MASCULINO;PRIVADA;6-CONSTRUCCION;239  -  ECUATORIANA;119,25;1
7;Fijo;ESMERALDAS;35 - 40 años;MASCULINO;PRIVADA;7-AGRICOLA LABORES DE CAMPO;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;35 - 40 años;MASCULINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;840;3
7;Fijo;ESMERALDAS;35 - 40 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;35 - 40 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;40 - 45 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;3.131,84;12
7;Fijo;ESMERALDAS;40 - 45 años;FEMENINO;PRIVADA;25-EMPLEADOR DOMESTICO;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;40 - 45 años;FEMENINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;560;1
7;Fijo;ESMERALDAS;40 - 45 años;FEMENINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;40 - 45 años;FEMENINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;1.400;5
7;Fijo;ESMERALDAS;40 - 45 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;40 - 45 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;4.971,56;18
7;Fijo;ESMERALDAS;40 - 45 años;MASCULINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;840;3
7;Fijo;ESMERALDAS;40 - 45 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;1.400;5
7;Fijo;ESMERALDAS;40 - 45 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;1.120;4
7;Fijo;ESMERALDAS;40 - 45 años;MASCULINO;PUBLICA;16-ENTIDADES PÚBLICAS DE EDUCACIÓN SUPERIOR;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;45 - 50 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;522,17;3
7;Fijo;ESMERALDAS;45 - 50 años;FEMENINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;692,61;3
7;Fijo;ESMERALDAS;45 - 50 años;FEMENINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;543,65;2
7;Fijo;ESMERALDAS;45 - 50 años;FEMENINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;45 - 50 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;2.664,94;10
7;Fijo;ESMERALDAS;45 - 50 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;45 - 50 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;50 - 55 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;50 - 55 años;FEMENINO;PRIVADA;25-EMPLEADOR DOMESTICO;239  -  ECUATORIANA;140;1
7;Fijo;ESMERALDAS;50 - 55 años;FEMENINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;50 - 55 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;50 - 55 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;176  -  CUBANA;280;1
7;Fijo;ESMERALDAS;50 - 55 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;50 - 55 años;MASCULINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;50 - 55 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;170  -  COLOMBIANA;259,35;1
7;Fijo;ESMERALDAS;50 - 55 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;50 - 55 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;1.120;4
7;Fijo;ESMERALDAS;55 - 60 años;FEMENINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;55 - 60 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;55 - 60 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;467,87;2
7;Fijo;ESMERALDAS;55 - 60 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;560;2
7;Fijo;ESMERALDAS;55 - 60 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;1.120;4
7;Fijo;ESMERALDAS;60 - 65 años;FEMENINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;256,64;1
7;Fijo;ESMERALDAS;60 - 65 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;60 - 65 años;MASCULINO;PRIVADA;25-EMPLEADOR DOMESTICO;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;60 - 65 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;280;1
7;Fijo;ESMERALDAS;Mas de 65 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;280;1
7;Fijo;GALAPAGOS;25 - 30 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;280;1
7;Fijo;GALAPAGOS;30 - 35 años;FEMENINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;280;1
7;Fijo;GALAPAGOS;30 - 35 años;MASCULINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;123,2;1
7;Fijo;GALAPAGOS;35 - 40 años;MASCULINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;280;1
7;Fijo;GALAPAGOS;40 - 45 años;MASCULINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;280;1
7;Fijo;GALAPAGOS;40 - 45 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;840;2
7;Fijo;GALAPAGOS;45 - 50 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;280;1
7;Fijo;GALAPAGOS;45 - 50 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;280;1
7;Fijo;GALAPAGOS;45 - 50 años;MASCULINO;PRIVADA;25-EMPLEADOR DOMESTICO;239  -  ECUATORIANA;280;1
7;Fijo;GALAPAGOS;50 - 55 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;560;2
7;Fijo;GALAPAGOS;50 - 55 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;280;1
7;Fijo;GALAPAGOS;50 - 55 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;560;2
7;Fijo;GALAPAGOS;55 - 60 años;MASCULINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;15 - 20 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;236,46;1
7;Fijo;GUAYAS;20 - 25 años;FEMENINO;PRIVADA;1- INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS22.50%;239  -  ECUATORIANA;840;3
7;Fijo;GUAYAS;20 - 25 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;9.218,88;35
7;Fijo;GUAYAS;20 - 25 años;FEMENINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;2.220,93;9
7;Fijo;GUAYAS;20 - 25 años;FEMENINO;PRIVADA;31- MICRO EMPRESA (NO ARTESANAL);239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;20 - 25 años;FEMENINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;1.087,80;4
7;Fijo;GUAYAS;20 - 25 años;FEMENINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;840;3
7;Fijo;GUAYAS;20 - 25 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;1.120;4
7;Fijo;GUAYAS;20 - 25 años;FEMENINO;PUBLICA;16-ENTIDADES PÚBLICAS DE EDUCACIÓN SUPERIOR;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;20 - 25 años;MASCULINO;PRIVADA;1- INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS22.50%;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;20 - 25 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;29.961,58;112
7;Fijo;GUAYAS;20 - 25 años;MASCULINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;2.866,27;11
7;Fijo;GUAYAS;20 - 25 años;MASCULINO;PRIVADA;31- MICRO EMPRESA (NO ARTESANAL);239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;20 - 25 años;MASCULINO;PRIVADA;6-CONSTRUCCION;239  -  ECUATORIANA;189,79;2
7;Fijo;GUAYAS;20 - 25 años;MASCULINO;PRIVADA;8-ARTESANAL;239  -  ECUATORIANA;160,13;1
7;Fijo;GUAYAS;20 - 25 años;MASCULINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;2.800;10
7;Fijo;GUAYAS;20 - 25 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;840;3
7;Fijo;GUAYAS;20 - 25 años;MASCULINO;PUBLICA;16-ENTIDADES PÚBLICAS DE EDUCACIÓN SUPERIOR;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PRIVADA;1- INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS22.50%;239  -  ECUATORIANA;560;2
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;32.070,65;117
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;456  -  VENEZOLANA;840;3
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PRIVADA;25-EMPLEADOR DOMESTICO;239  -  ECUATORIANA;560;2
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;2.415,84;10
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PRIVADA;8-ARTESANAL;239  -  ECUATORIANA;455,77;2
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;3.862,47;14
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;3.069,86;11
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PUBLICA;13-ENTIDADES FINANCIERAS;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;3.640;13
7;Fijo;GUAYAS;25 - 30 años;FEMENINO;PUBLICA;16-ENTIDADES PÚBLICAS DE EDUCACIÓN SUPERIOR;239  -  ECUATORIANA;560;2
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PRIVADA;1- INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS22.50%;239  -  ECUATORIANA;1.400;5
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;83.615,40;310
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PRIVADA;25-EMPLEADOR DOMESTICO;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;3.800,72;16
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PRIVADA;31- MICRO EMPRESA (NO ARTESANAL);239  -  ECUATORIANA;184,33;1
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PRIVADA;4-AGRICOLA SEGURO GENERAL;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PRIVADA;6-CONSTRUCCION;239  -  ECUATORIANA;1.564,56;6
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PRIVADA;7-AGRICOLA LABORES DE CAMPO;239  -  ECUATORIANA;538,22;2
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PRIVADA;8-ARTESANAL;239  -  ECUATORIANA;560;2
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;2.800;10
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;3.080;11
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PUBLICA;13-ENTIDADES FINANCIERAS;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;25 - 30 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;4.941,72;16
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PRIVADA;1- INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS22.50%;239  -  ECUATORIANA;1.120;4
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;46.009,83;171
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;456  -  VENEZOLANA;277,87;1
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PRIVADA;24-MIEMBROS DE   SINDICATOS  Y COOP DE TRANSPORTE TERRESTRE;239  -  ECUATORIANA;175,57;1
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PRIVADA;25-EMPLEADOR DOMESTICO;239  -  ECUATORIANA;1.820;7
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;5.138,41;21
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PRIVADA;31- MICRO EMPRESA (NO ARTESANAL);239  -  ECUATORIANA;341,29;2
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PRIVADA;8-ARTESANAL;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;5.723,98;21
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;1.960;7
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;3.360;12
7;Fijo;GUAYAS;30 - 35 años;FEMENINO;PUBLICA;16-ENTIDADES PÚBLICAS DE EDUCACIÓN SUPERIOR;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;1- INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS22.50%;239  -  ECUATORIANA;1.400;5
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;127  -  ALEMANA;280;1
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;170  -  COLOMBIANA;280;1
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;86.382,38;317
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;255  -  HAITIANA;280;1
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;456  -  VENEZOLANA;1.120;3
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;24-MIEMBROS DE   SINDICATOS  Y COOP DE TRANSPORTE TERRESTRE;239  -  ECUATORIANA;190,29;1
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;26-COOP AHORRO  CRED. VIVIENDA ETC.CONTR SUPER  DE BANCOS 20.50%;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;3.361,39;13
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;31- MICRO EMPRESA (NO ARTESANAL);239  -  ECUATORIANA;223,95;1
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;4-AGRICOLA SEGURO GENERAL;239  -  ECUATORIANA;420;2
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;6-CONSTRUCCION;239  -  ECUATORIANA;1.150,78;5
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PRIVADA;8-ARTESANAL;239  -  ECUATORIANA;207,07;1
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;3.021,01;11
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;5.320;19
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;170  -  COLOMBIANA;280;1
7;Fijo;GUAYAS;30 - 35 años;MASCULINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;4.480;14
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;1- INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS22.50%;239  -  ECUATORIANA;1.120;4
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;170  -  COLOMBIANA;280;1
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;188  -  CHILENA;280;1
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;37.660,63;139
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;24-MIEMBROS DE   SINDICATOS  Y COOP DE TRANSPORTE TERRESTRE;239  -  ECUATORIANA;190,29;1
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;25-EMPLEADOR DOMESTICO;239  -  ECUATORIANA;2.220,53;9
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;3-EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA;239  -  ECUATORIANA;3.214,36;13
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;31- MICRO EMPRESA (NO ARTESANAL);239  -  ECUATORIANA;744,14;3
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;5-CURIA DIOSESANA;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;6-CONSTRUCCION;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PRIVADA;8-ARTESANAL;239  -  ECUATORIANA;207,07;1
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PUBLICA;10-ORGANISMOS DEL REGIMEN SECCIONAL;239  -  ECUATORIANA;3.311,70;12
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PUBLICA;12-ENTIDADES PUBLICAS CON AUTONOMIA;239  -  ECUATORIANA;1.960;7
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PUBLICA;13-ENTIDADES FINANCIERAS;239  -  ECUATORIANA;560;2
7;Fijo;GUAYAS;35 - 40 años;FEMENINO;PUBLICA;14-FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO;239  -  ECUATORIANA;2.240;8
7;Fijo;GUAYAS;35 - 40 años;MASCULINO;PRIVADA;1- INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS22.50%;239  -  ECUATORIANA;280;1
7;Fijo;GUAYAS;35 - 40 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;155  -  BOLIVIANA;280;1
7;Fijo;GUAYAS;35 - 40 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;170  -  COLOMBIANA;280;1
7;Fijo;GUAYAS;35 - 40 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;239  -  ECUATORIANA;90.421,58;329
7;Fijo;GUAYAS;35 - 40 años;MASCULINO;PRIVADA;2-EMPRESA PRIVADA -SOCIEDADES / COMPANIAS;456  -  VENEZOLANA;1.388,33;5
7;Fijo;GUAYAS;35 - 40 años;MASCULINO;PRIVADA;24-MIEMBROS DE   SINDICATOS  Y COOP DE TRANSPORTE TERRESTRE;239  -  ECUATORIANA;188,72;1
7;Fijo;GUAYAS;35 - 40 años;MASCULINO;PRIVADA;25-EMPLEADOR DOMESTICO;239  -  ECUATORIANA;280;1
